account_id,account_name,industry,annual_revenue,billing_state,billing_country,created_date,updated_at
ACC57027115,Corp0087 Inc,Real Estate,517881.75,MI,US,2023-06-22T07:38:33.082325,2026-03-06T07:38:33.082329
ACC82848731,Corp0088 Inc,Healthcare,93011.61,FL,US,2025-01-07T07:38:33.082339,2025-11-22T07:38:33.082342
ACC79983705,Corp0089 Inc,Logistics,749030.41,OH,US,2022-07-07T07:38:33.082352,2025-11-04T07:38:33.082355
ACC65891208,Corp0090 Inc,Education,325837.84,OH,US,2022-11-12T07:38:33.082365,2026-03-19T07:38:33.082368
ACC66476100,Corp0091 Inc,Logistics,1862238.81,TX,US,2025-09-27T07:38:33.082378,2026-03-15T07:38:33.082381
ACC81467947,Corp0092 Inc,Financial Services,65900.01,MN,US,2023-12-17T07:38:33.082391,2025-11-28T07:38:33.082394
ACC04490349,Corp0093 Inc,Real Estate,139340.48,TX,US,2022-06-10T07:38:33.082405,2026-02-09T07:38:33.082408
ACC59331184,Corp0094 Inc,Manufacturing,122489.88,IN,US,2022-09-13T07:38:33.082418,2025-12-13T07:38:33.082420
ACC90397285,Corp0095 Inc,Energy,14371.04,NY,US,2024-12-23T07:38:33.082430,2026-02-19T07:38:33.082433
ACC77529957,Corp0096 Inc,Healthcare,485163.17,IN,US,2026-02-21T07:38:33.082443,2026-04-11T07:38:33.082446
ACC07231075,Corp0097 Inc,Healthcare,452304.34,NC,US,2023-10-09T07:38:33.082459,2025-10-27T07:38:33.082462
ACC35426796,Corp0098 Inc,Retail,271095.63,NC,US,2022-09-05T07:38:33.082472,2026-05-07T07:38:33.082475
ACC04464900,Corp0099 Inc,Energy,167849.95,FL,US,2025-12-01T07:38:33.082485,2026-04-12T07:38:33.082488
ACC26539546,Corp0100 Inc,Healthcare,15823.61,AZ,US,2025-08-23T07:38:33.082498,2025-11-28T07:38:33.082501
ACC67724234,Corp0101 Inc,Construction,115694.61,TN,US,2025-10-02T07:38:33.082511,2026-02-23T07:38:33.082514
ACC46319080,Corp0102 Inc,Healthcare,135208.18,TN,US,2024-03-12T07:38:33.082524,2026-04-11T07:38:33.082529
ACC55531367,Corp0103 Inc,Technology,53930.18,IL,US,2022-12-02T07:38:33.082540,2026-02-24T07:38:33.082542
ACC35262183,Corp0104 Inc,Retail,194352.46,WA,US,2025-01-06T07:38:33.082553,2026-01-25T07:38:33.082556
ACC89866098,Corp0105 Inc,Retail,602053.57,CA,US,2025-04-10T07:38:33.082566,2026-03-06T07:38:33.082569
ACC73308541,Corp0106 Inc,Technology,11668130.59,TX,US,2023-04-24T07:38:33.082579,2026-03-20T07:38:33.082582
ACC34133958,Corp0107 Inc,Financial Services,380467.34,FL,US,2022-10-27T07:38:33.082633,2026-05-02T07:38:33.082638
ACC62644271,Corp0108 Inc,Construction,449144.88,TX,US,2024-09-11T07:38:33.082650,2025-11-22T07:38:33.082653
ACC64603503,Corp0109 Inc,Manufacturing,231216.13,AZ,US,2025-07-07T07:38:33.082664,2025-10-31T07:38:33.082667
ACC23071375,Corp0110 Inc,Real Estate,10000.0,TX,US,2024-01-22T07:38:33.082677,2025-11-06T07:38:33.082680
ACC00985574,Corp0111 Inc,Healthcare,254478.66,GA,US,2026-03-03T07:38:33.082694,2026-02-20T07:38:33.082697
ACC19463414,Corp0112 Inc,Construction,302688.78,MI,US,2025-11-04T07:38:33.082708,2026-02-02T07:38:33.082711
ACC87270651,Corp0113 Inc,Real Estate,37002062.97,OH,US,2022-09-01T07:38:33.082721,2026-04-07T07:38:33.082724
ACC21167617,Corp0114 Inc,Logistics,182641.06,NC,US,2023-02-15T07:38:33.082734,2025-11-01T07:38:33.082737
ACC56869393,Corp0115 Inc,Logistics,490457.88,TX,US,2023-08-28T07:38:33.082747,2026-01-21T07:38:33.082750
ACC67530403,Corp0116 Inc,Retail,250340.3,TX,US,2022-09-02T07:38:33.082763,2026-04-21T07:38:33.082766
ACC65457848,Corp0117 Inc,Manufacturing,25916.73,OH,US,2022-11-22T07:38:33.082776,2026-01-13T07:38:33.082779
ACC59488906,Corp0118 Inc,Technology,2638300.79,NY,US,2023-10-31T07:38:33.082789,2026-01-22T07:38:33.082792
ACC56393760,Corp0119 Inc,Real Estate,1207262.63,TX,US,2024-06-08T07:38:33.082803,2026-04-20T07:38:33.082806
ACC53289610,Corp0120 Inc,Financial Services,1305457.22,MN,US,2024-04-28T07:38:33.082816,2026-02-24T07:38:33.082819
ACC96359337,Corp0121 Inc,Financial Services,43530.85,IN,US,2022-06-11T07:38:33.082829,2025-12-31T07:38:33.082832
ACC06503937,Corp0122 Inc,Manufacturing,4437441.91,NY,US,2025-07-07T07:38:33.082842,2026-04-05T07:38:33.082845
ACC08178803,Corp0123 Inc,Energy,16257.31,FL,US,2022-12-08T07:38:33.082856,2026-02-07T07:38:33.082859
ACC11669703,Corp0124 Inc,Manufacturing,867797.95,NC,US,2022-11-11T07:38:33.082872,2026-03-03T07:38:33.082876
ACC77229791,Corp0125 Inc,Energy,21443052.36,NC,US,2023-09-12T07:38:33.082886,2025-10-30T07:38:33.082889
ACC23598812,Corp0126 Inc,Logistics,37009.41,CO,US,2024-03-15T07:38:33.082899,2025-12-24T07:38:33.082902
ACC97510145,Corp0127 Inc,Construction,86457.18,TX,US,2025-01-15T07:38:33.082912,2026-01-19T07:38:33.082915
ACC89433302,Corp0128 Inc,Real Estate,327519.45,MN,US,2025-09-24T07:38:33.082925,2025-11-13T07:38:33.082928
ACC67128617,Corp0129 Inc,Logistics,98031.95,WA,US,2026-04-04T07:38:33.082938,2026-04-24T07:38:33.082941
ACC02196472,Corp0130 Inc,Healthcare,12072.35,CA,US,2024-12-12T07:38:33.082951,2026-01-27T07:38:33.082954
ACC66084565,Corp0131 Inc,Financial Services,307775.52,IL,US,2023-11-17T07:38:33.082964,2026-05-14T07:38:33.082967
ACC62460905,Corp0132 Inc,Education,32060.9,AZ,US,2023-06-10T07:38:33.082977,2025-12-24T07:38:33.082980
ACC08033730,Corp0133 Inc,Manufacturing,691891.8,TN,US,2022-08-08T07:38:33.082990,2025-12-05T07:38:33.082993
ACC15713368,Corp0134 Inc,Logistics,42665.74,TN,US,2023-08-08T07:38:33.083003,2025-12-04T07:38:33.083006
ACC11790278,Corp0135 Inc,Real Estate,5955756.63,MN,US,2024-07-18T07:38:33.083016,2026-01-03T07:38:33.083019
ACC38406280,Corp0136 Inc,Real Estate,56021.65,IL,US,2025-08-03T07:38:33.083032,2026-02-09T07:38:33.083035
ACC44493163,Corp0137 Inc,Education,140910.04,IL,US,2025-10-27T07:38:33.083048,2025-11-09T07:38:33.083051
ACC44912132,Corp0138 Inc,Logistics,1365504.39,WA,US,2023-11-24T07:38:33.083061,2026-04-02T07:38:33.083064
ACC63083929,Corp0139 Inc,Technology,22885.79,TX,US,2022-07-10T07:38:33.083074,2025-12-02T07:38:33.083077
ACC45710864,Corp0140 Inc,Financial Services,422912.2,TX,US,2024-12-17T07:38:33.083087,2025-10-27T07:38:33.083090
ACC63901434,Corp0141 Inc,Healthcare,3664804.35,WA,US,2025-07-07T07:38:33.083100,2025-12-30T07:38:33.083103
ACC33290159,Corp0142 Inc,Healthcare,10775.53,IL,US,2024-10-28T07:38:33.083113,2025-11-15T07:38:33.083116
ACC49294184,Corp0143 Inc,Logistics,388196.8,TX,US,2022-06-18T07:38:33.083126,2026-02-22T07:38:33.083129
ACC67522177,Corp0144 Inc,Financial Services,451244.95,AZ,US,2024-04-04T07:38:33.083139,2026-01-04T07:38:33.083142
ACC29724354,Corp0145 Inc,Education,1281633.18,FL,US,2022-11-08T07:38:33.083155,2026-04-22T07:38:33.083158
ACC03744451,Corp0146 Inc,Real Estate,22608.89,IN,US,2025-11-14T07:38:33.083168,2026-01-19T07:38:33.083171
ACC45185571,Corp0147 Inc,Education,19131.41,MN,US,2025-12-22T07:38:33.083181,2026-04-13T07:38:33.083184
ACC53192952,Corp0148 Inc,Healthcare,762138.16,IL,US,2025-03-08T07:38:33.083194,2025-12-03T07:38:33.083197
ACC92660655,Corp0149 Inc,Financial Services,486002.65,IN,US,2022-10-14T07:38:33.083208,2025-11-11T07:38:33.083211
ACC93908097,Corp0150 Inc,Retail,442849.69,IN,US,2025-02-07T07:38:33.083221,2025-10-30T07:38:33.083223
ACC56085632,Corp0151 Inc,Construction,536540.01,IL,US,2023-09-29T07:38:33.083233,2026-04-26T07:38:33.083236
ACC61443183,Corp0152 Inc,Real Estate,68868.25,GA,US,2025-07-21T07:38:33.083247,2025-11-01T07:38:33.083249
ACC35342202,Corp0153 Inc,Construction,426986.38,CO,US,2022-11-01T07:38:33.083259,2026-01-27T07:38:33.083262
ACC28135374,Corp0154 Inc,Education,482214.8,NC,US,2023-06-28T07:38:33.083272,2026-02-25T07:38:33.083275
ACC40342502,Corp0155 Inc,Energy,64298.86,MN,US,2022-08-14T07:38:33.083288,2025-11-23T07:38:33.083291
ACC45848773,Corp0156 Inc,Construction,11201396.57,CA,US,2023-02-02T07:38:33.083301,2025-12-22T07:38:33.083304
ACC15057296,Corp0157 Inc,Healthcare,692224.66,FL,US,2025-09-28T07:38:33.083314,2026-02-03T07:38:33.083317
ACC39531640,Corp0158 Inc,Technology,24770.11,FL,US,2024-06-01T07:38:33.083327,2026-01-13T07:38:33.083330
ACC51819336,Corp0159 Inc,Retail,997599.55,WA,US,2024-05-26T07:38:33.083340,2026-01-05T07:38:33.083343
ACC85728369,Corp0160 Inc,Energy,38201.75,IL,US,2022-06-05T07:38:33.083353,2025-12-04T07:38:33.083356
ACC04977575,Corp0161 Inc,Financial Services,1295191.62,MI,US,2022-10-04T07:38:33.083366,2025-11-11T07:38:33.083369
ACC68160910,Corp0162 Inc,Real Estate,2722854.01,GA,US,2025-06-08T07:38:33.083382,2026-01-29T07:38:33.083385
ACC64798701,Corp0163 Inc,Manufacturing,51981.09,MI,US,2024-06-18T07:38:33.083395,2025-11-26T07:38:33.083398
ACC43945568,Corp0164 Inc,Retail,1842718.08,WA,US,2023-07-28T07:38:33.083408,2026-03-26T07:38:33.083411
ACC92299776,Corp0165 Inc,Logistics,612657.82,OH,US,2023-08-06T07:38:33.083421,2026-02-14T07:38:33.083424
ACC59725583,Corp0166 Inc,Real Estate,1389035.7,AZ,US,2025-06-19T07:38:33.083437,2026-03-01T07:38:33.083440
ACC09096728,Corp0167 Inc,Retail,11918304.45,MN,US,2023-02-18T07:38:33.083450,2025-11-17T07:38:33.083453
ACC21720922,Corp0168 Inc,Healthcare,164262.95,GA,US,2024-06-07T07:38:33.083463,2025-11-12T07:38:33.083465
ACC46199168,Corp0169 Inc,Logistics,59428.41,NC,US,2022-08-21T07:38:33.083476,2026-03-24T07:38:33.083478
ACC72207627,Corp0170 Inc,Technology,45295.87,MN,US,2025-04-21T07:38:33.083488,2026-01-28T07:38:33.083491
ACC81993499,Corp0171 Inc,Retail,52490.08,MN,US,2026-01-28T07:38:33.083501,2026-05-12T07:38:33.083504
ACC26934658,Corp0172 Inc,Financial Services,229991.26,CO,US,2023-06-17T07:38:33.083514,2026-01-15T07:38:33.083517
ACC28376703,Corp0173 Inc,Retail,530886.72,WA,US,2022-07-03T07:38:33.083527,2025-11-02T07:38:33.083530
ACC16644340,Corp0174 Inc,Financial Services,466671.84,NC,US,2024-06-21T07:38:33.083540,2026-03-12T07:38:33.083543
ACC03423552,Corp0175 Inc,Real Estate,1403341.17,TN,US,2024-12-17T07:38:33.083556,2026-04-29T07:38:33.083559
ACC64169876,Corp0176 Inc,Retail,275406.59,OH,US,2022-11-03T07:38:33.083569,2026-03-19T07:38:33.083572
ACC21176454,Corp0177 Inc,Education,4911392.94,AZ,US,2022-07-24T07:38:33.083582,2026-03-20T07:38:33.083605
ACC76575539,Corp0178 Inc,Healthcare,158053.1,CA,US,2023-03-20T07:38:33.083627,2026-01-05T07:38:33.083631
ACC25184674,Corp0179 Inc,Education,50000000.0,NC,US,2025-12-22T07:38:33.083642,2026-01-18T07:38:33.083645
ACC14556302,Corp0180 Inc,Technology,937840.05,TN,US,2025-01-23T07:38:33.083655,2025-12-17T07:38:33.083664
ACC04750894,Corp0181 Inc,Retail,48324.06,GA,US,2025-04-11T07:38:33.083674,2025-10-30T07:38:33.083677
ACC16793849,Corp0182 Inc,Construction,31514.88,GA,US,2025-11-01T07:38:33.083688,2025-11-21T07:38:33.083690
ACC98181931,Corp0183 Inc,Manufacturing,704289.54,CO,US,2026-04-07T07:38:33.083701,2025-11-02T07:38:33.083703
ACC02655823,Corp0184 Inc,Retail,171626.25,NY,US,2025-08-26T07:38:33.083713,2026-05-06T07:38:33.083717
ACC84780210,Corp0185 Inc,Energy,1119061.55,IN,US,2026-01-05T07:38:33.083727,2026-03-13T07:38:33.083730
ACC74228052,Corp0186 Inc,Energy,691401.0,OH,US,2023-01-18T07:38:33.083740,2025-12-12T07:38:33.083743
ACC78289542,Corp0187 Inc,Education,231965.09,WA,US,2025-04-21T07:38:33.083753,2025-12-05T07:38:33.083758
ACC65036356,Corp0188 Inc,Construction,49336.16,FL,US,2024-08-08T07:38:33.083771,2026-02-07T07:38:33.083774
ACC15228140,Corp0189 Inc,Construction,12968.85,GA,US,2023-02-28T07:38:33.083785,2025-12-30T07:38:33.083788
ACC12269807,Corp0190 Inc,Manufacturing,109860.88,CA,US,2024-10-12T07:38:33.083798,2026-02-07T07:38:33.083801
ACC66817754,Corp0191 Inc,Real Estate,1487782.91,IL,US,2026-03-14T07:38:33.083811,2026-03-21T07:38:33.083814
ACC99194262,Corp0192 Inc,Manufacturing,411756.52,MI,US,2024-06-25T07:38:33.083824,2025-10-28T07:38:33.083827
ACC24633848,Corp0193 Inc,Logistics,22214.99,AZ,US,2024-06-28T07:38:33.083837,2026-03-23T07:38:33.083840
ACC34521295,Corp0194 Inc,Construction,379405.89,IL,US,2025-06-06T07:38:33.083853,2026-03-25T07:38:33.083856
ACC33846628,Corp0195 Inc,Logistics,579913.81,NC,US,2025-05-05T07:38:33.083866,2025-11-08T07:38:33.083869
ACC71749560,Corp0196 Inc,Technology,45811.26,CO,US,2025-11-13T07:38:33.083879,2025-11-24T07:38:33.083882
ACC00160124,Corp0197 Inc,Technology,364926.12,WA,US,2022-09-16T07:38:33.083892,2025-11-25T07:38:33.083895
ACC99605407,Corp0198 Inc,Education,301467.48,IL,US,2026-03-10T07:38:33.083905,2026-01-06T07:38:33.083907
ACC86891011,Corp0199 Inc,Education,27284.1,IL,US,2024-04-19T07:38:33.083917,2026-03-07T07:38:33.083920
ACC70942628,Corp0200 Inc,Healthcare,548846.85,IN,US,2022-08-23T07:38:33.083930,2025-11-01T07:38:33.083933
ACC04346708,Corp0201 Inc,Real Estate,823706.09,WA,US,2025-10-01T07:38:33.083944,2025-12-30T07:38:33.083947
ACC92965296,Corp0202 Inc,Retail,2341032.17,MN,US,2023-03-29T07:38:33.083957,2025-12-21T07:38:33.083960
ACC61802188,Corp0203 Inc,Healthcare,2208014.17,IL,US,2025-05-17T07:38:33.083970,2025-12-21T07:38:33.083973
ACC28383719,Corp0204 Inc,Healthcare,17062.89,MI,US,2024-05-06T07:38:33.083983,2026-05-01T07:38:33.083986
ACC02066593,Corp0205 Inc,Retail,41124.11,AZ,US,2023-10-05T07:38:33.083996,2026-01-09T07:38:33.083999
ACC25315372,Corp0206 Inc,Manufacturing,751683.42,TN,US,2025-11-15T07:38:33.084009,2026-04-23T07:38:33.084012
ACC23713309,Corp0207 Inc,Logistics,749807.59,OH,US,2024-10-09T07:38:33.084022,2026-04-18T07:38:33.084025
ACC11454030,Corp0208 Inc,Energy,751702.09,AZ,US,2024-06-19T07:38:33.084035,2026-02-05T07:38:33.084038
ACC04775925,Corp0209 Inc,Construction,50000000.0,FL,US,2025-07-04T07:38:33.084051,2026-03-07T07:38:33.084054
ACC34044402,Corp0210 Inc,Manufacturing,840524.2,TN,US,2022-10-12T07:38:33.084064,2026-01-08T07:38:33.084067
ACC51139368,Corp0211 Inc,Real Estate,2600284.14,NC,US,2024-05-29T07:38:33.084077,2026-01-24T07:38:33.084080
ACC88913923,Corp0212 Inc,Construction,1808491.31,OH,US,2024-08-26T07:38:33.084090,2025-11-07T07:38:33.084093
ACC64523831,Corp0213 Inc,Energy,987352.6,NY,US,2022-12-19T07:38:33.084105,2025-12-26T07:38:33.084108
ACC17079278,Corp0214 Inc,Healthcare,142837.3,CO,US,2023-12-29T07:38:33.084120,2025-11-23T07:38:33.084123
ACC46267709,Corp0215 Inc,Logistics,1224371.78,WA,US,2024-01-15T07:38:33.084134,2025-12-29T07:38:33.084136
